key,question,group,answer,correction,references
ESSENPOLF1D_W36,"In general, how important, if at all, is it to you for someone in high political office to work well under pressure?",Republican,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1D_W36,"In general, how important, if at all, is it to you for someone in high political office to work well under pressure?","$100,000 or more",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1D_W36,"In general, how important, if at all, is it to you for someone in high political office to work well under pressure?","Less than $30,000",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1G_W36,"In general, how important, if at all, is it to you for someone in high political office to be persuasive?",Democrat,"Important, but not essential","Important, but not essential","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1G_W36,"In general, how important, if at all, is it to you for someone in high political office to be persuasive?",Republican,"Important, but not essential","Important, but not essential","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1G_W36,"In general, how important, if at all, is it to you for someone in high political office to be persuasive?","$100,000 or more","Important, but not essential","Important, but not essential","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1G_W36,"In general, how important, if at all, is it to you for someone in high political office to be persuasive?","Less than $30,000","Important, but not essential","Important, but not essential","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1H_W36,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?",Democrat,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1H_W36,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?",Republican,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1H_W36,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?","$100,000 or more",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENPOLF1H_W36,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?","Less than $30,000",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2E_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?",Democrat,"Important, but not essential","Important, but not essential","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2E_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?",Republican,"Important, but not essential","Important, but not essential","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2E_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?","$100,000 or more","Important, but not essential","Important, but not essential","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2E_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?","Less than $30,000","Important, but not essential","Important, but not essential","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2J_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?",Democrat,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2J_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?",Republican,Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2J_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?","$100,000 or more",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
ESSENBIZF2J_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?","Less than $30,000",Essential,Essential,"['Essential', 'Important, but not essential', 'Not important', 'Refused']"
IMPROVE1_W36,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for women?",Democrat,Some,A lot,"['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']"
IMPROVE1_W36,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for women?",Republican,Some,Some,"['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']"
IMPROVE1_W36,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for women?","$100,000 or more",Some,A lot,"['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']"
IMPROVE1_W36,"How much, if anything, do you think having more women in top leadership positions in business and government would do to improve the quality of life for women?","Less than $30,000",Some,Some,"['A lot', 'Some', 'Not much', 'Nothing at all', 'Refused']"
