key,question,references,qkey,group,attribute,D_H,answer
TRAITBIZMF2E_W36,"In general, how do you think being assertive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2E_W36,Democrat,POLPARTY,"[0.7024603, 0.03615313, 0.26138657]",Mostly helps a man's chances
TRAITBIZMF2E_W36,"In general, how do you think being assertive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2E_W36,Republican,POLPARTY,"[0.79005776, 0.03489266, 0.17504959]",Mostly helps a man's chances
TRAITBIZMF2E_W36,"In general, how do you think being assertive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2E_W36,"$100,000 or more",INCOME,"[0.85476491, 0.01713445, 0.12810064]",Mostly helps a man's chances
TRAITBIZMF2E_W36,"In general, how do you think being assertive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2E_W36,"Less than $30,000",INCOME,"[0.60328185, 0.07733536, 0.31938279]",Mostly helps a man's chances
TRAITBIZMF2G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2G_W36,Overall,Overall,"[0.54526522, 0.04157568, 0.4131591]",Mostly helps a man's chances
TRAITBIZMF2G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2G_W36,Democrat,POLPARTY,"[0.53735967, 0.05471181, 0.40792852]",Mostly helps a man's chances
TRAITBIZMF2G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2G_W36,Republican,POLPARTY,"[0.43355133, 0.03938375, 0.52706492]",Doesn't make much of a difference
TRAITBIZMF2G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2G_W36,"$100,000 or more",INCOME,"[0.7006379, 0.00839844, 0.29096366]",Mostly helps a man's chances
TRAITBIZMF2G_W36,"In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']",TRAITBIZMF2G_W36,"Less than $30,000",INCOME,"[0.48449201, 0.07492503, 0.44058296]",Mostly helps a man's chances
WMNPRZ1_W36,Do you think it would be a good thing or a bad thing for the country if a woman was elected president?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']",WMNPRZ1_W36,Overall,Overall,"[0.40815106, 0.42774164, 0.11979342, 0.04431388]",Somewhat good
WMNPRZ1_W36,Do you think it would be a good thing or a bad thing for the country if a woman was elected president?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']",WMNPRZ1_W36,Democrat,POLPARTY,"[0.62803501, 0.30707977, 0.04868424, 0.01620097]",Very good
WMNPRZ1_W36,Do you think it would be a good thing or a bad thing for the country if a woman was elected president?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']",WMNPRZ1_W36,Republican,POLPARTY,"[0.15688376, 0.50347278, 0.24274275, 0.09690071]",Somewhat good
WMNPRZ1_W36,Do you think it would be a good thing or a bad thing for the country if a woman was elected president?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']",WMNPRZ1_W36,"$100,000 or more",INCOME,"[0.4753283, 0.40775326, 0.08608712, 0.03083132]",Very good
WMNPRZ1_W36,Do you think it would be a good thing or a bad thing for the country if a woman was elected president?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']",WMNPRZ1_W36,"Less than $30,000",INCOME,"[0.38524265, 0.45895266, 0.10288926, 0.05291543]",Somewhat good
MOREWMN1F2_W36,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is","['A good thing', 'A bad thing', 'Neither a good thing nor a bad thing', 'Refused']",MOREWMN1F2_W36,Overall,Overall,"[0.61616354, 0.05303563, 0.33080084]",A good thing
MOREWMN1F2_W36,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is","['A good thing', 'A bad thing', 'Neither a good thing nor a bad thing', 'Refused']",MOREWMN1F2_W36,Democrat,POLPARTY,"[0.81200309, 0.00981179, 0.17818512]",A good thing
MOREWMN1F2_W36,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is","['A good thing', 'A bad thing', 'Neither a good thing nor a bad thing', 'Refused']",MOREWMN1F2_W36,Republican,POLPARTY,"[0.35958727, 0.13175485, 0.50865787]",Neither a good thing nor a bad thing
MOREWMN1F2_W36,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is","['A good thing', 'A bad thing', 'Neither a good thing nor a bad thing', 'Refused']",MOREWMN1F2_W36,"$100,000 or more",INCOME,"[0.66860954, 0.02255502, 0.30883545]",A good thing
MOREWMN1F2_W36,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is","['A good thing', 'A bad thing', 'Neither a good thing nor a bad thing', 'Refused']",MOREWMN1F2_W36,"Less than $30,000",INCOME,"[0.60532214, 0.0690646, 0.32561326]",A good thing
E5_W36,"This question is about your household is your spouse now employed full-time, part-time or not employed?","['Full-time', 'Part-time', 'Not employed', 'Refused']",E5_W36,Overall,Overall,"[0.53300995, 0.11652444, 0.35046561]",Full-time
E5_W36,"This question is about your household is your spouse now employed full-time, part-time or not employed?","['Full-time', 'Part-time', 'Not employed', 'Refused']",E5_W36,Democrat,POLPARTY,"[0.57272318, 0.07863322, 0.3486436]",Full-time
E5_W36,"This question is about your household is your spouse now employed full-time, part-time or not employed?","['Full-time', 'Part-time', 'Not employed', 'Refused']",E5_W36,Republican,POLPARTY,"[0.52075909, 0.0989417, 0.38029922]",Full-time
E5_W36,"This question is about your household is your spouse now employed full-time, part-time or not employed?","['Full-time', 'Part-time', 'Not employed', 'Refused']",E5_W36,"$100,000 or more",INCOME,"[0.66091216, 0.08651192, 0.25257592]",Full-time
E5_W36,"This question is about your household is your spouse now employed full-time, part-time or not employed?","['Full-time', 'Part-time', 'Not employed', 'Refused']",E5_W36,"Less than $30,000",INCOME,"[0.39520778, 0.1801274, 0.42466482]",Not employed
HAPPEN2b_W41,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2b_W41,Overall,Overall,"[0.20959757, 0.46470108, 0.28685263, 0.03884872]",Will probably happen
HAPPEN2b_W41,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2b_W41,Democrat,POLPARTY,"[0.25610364, 0.52727711, 0.19500642, 0.02161283]",Will probably happen
HAPPEN2b_W41,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2b_W41,Republican,POLPARTY,"[0.12941149, 0.41056925, 0.38222853, 0.07779074]",Will probably happen
HAPPEN2b_W41,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2b_W41,"$100,000 or more",INCOME,"[0.20830989, 0.41155017, 0.33503148, 0.04510845]",Will probably happen
HAPPEN2b_W41,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2b_W41,"Less than $30,000",INCOME,"[0.25087777, 0.47799804, 0.23157187, 0.03955232]",Will probably happen
HAPPEN2f_W41,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2f_W41,Overall,Overall,"[0.12693096, 0.53222363, 0.28177131, 0.0590741]",Will probably happen
HAPPEN2f_W41,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2f_W41,Democrat,POLPARTY,"[0.13048828, 0.48433042, 0.33017543, 0.05500588]",Will probably happen
HAPPEN2f_W41,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2f_W41,Republican,POLPARTY,"[0.08445787, 0.60084982, 0.24492325, 0.06976906]",Will probably happen
HAPPEN2f_W41,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2f_W41,"$100,000 or more",INCOME,"[0.1183401, 0.5741052, 0.27944883, 0.02810588]",Will probably happen
HAPPEN2f_W41,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']",HAPPEN2f_W41,"Less than $30,000",INCOME,"[0.14679633, 0.44192209, 0.32570089, 0.08558069]",Will probably happen
FTRWORRYc_W41,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']",FTRWORRYc_W41,Overall,Overall,"[0.49618137, 0.37333172, 0.10746532, 0.02302158]",Very worried
FTRWORRYc_W41,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']",FTRWORRYc_W41,Democrat,POLPARTY,"[0.52981897, 0.36695927, 0.09315474, 0.01006703]",Very worried
FTRWORRYc_W41,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']",FTRWORRYc_W41,Republican,POLPARTY,"[0.43322013, 0.41376802, 0.13444104, 0.01857081]",Very worried
FTRWORRYc_W41,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']",FTRWORRYc_W41,"$100,000 or more",INCOME,"[0.5403711, 0.36938032, 0.08257492, 0.00767365]",Very worried
FTRWORRYc_W41,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']",FTRWORRYc_W41,"Less than $30,000",INCOME,"[0.47134847, 0.35763452, 0.12668301, 0.044334]",Very worried
FTRWORRYe_W41,"Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']",FTRWORRYe_W41,Overall,Overall,"[0.42567185, 0.33959594, 0.18772832, 0.04700389]",Very worried
FTRWORRYe_W41,"Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']",FTRWORRYe_W41,Democrat,POLPARTY,"[0.36259615, 0.36365245, 0.22456775, 0.04918365]",Fairly worried
